	data	label	label_id
15921	"From: oelt0002@student.tc.umn.edu (Bret Oeltjen)
Subject: Cheap video card for LC?  w/fpu?
Nntp-Posting-Host: dialup-slip-1-33.gw.umn.edu
Organization: University of Minnesota
Lines: 7

Just wondering if anyone had info/experience with a video/fpu for a mac LC,
just thinking of adding a second monitor, most likely grayscale.


Bret Oeltjen                 exp(Pi i) + 1 = 0
University of Minnesota
Electrical Engineering
"	comp.sys.mac.hardware	4
7042	"From: livesey@solntze.wpd.sgi.com (Jon Livesey)
Subject: Re: Societally acceptable behavior
Organization: sgi
Lines: 21
Distribution: world
NNTP-Posting-Host: solntze.wpd.sgi.com

In article <C5s9tv.10H@news.cso.uiuc.edu>, cobb@alexia.lis.uiuc.edu (Mike Cobb) writes:
|> In <1qvh8tINNsg6@citation.ksu.ksu.edu> yohan@citation.ksu.ksu.edu (Jonathan W 
|> Newton) writes:
|> 
|> 
|> >In article <C5qGM3.DL8@news.cso.uiuc.edu>, cobb@alexia.lis.uiuc.edu (Mike 
|> Cobb) writes:
|> >>Merely a question for the basis of morality
|> >>
|> >>Moral/Ethical behavior = _Societally_ _acceptable_ _behavior_.
|> 
|> >I disagree with these.  What society thinks should be irrelevant.  What the
|> >individual decides is all that is important.
|> 
|> This doesn't seem right.  If I want to kill you, I can because that is what I
|> decide?

Sounds as though you are confused between ""what I want"" and ""what
I think is morally right"".

jon.
"	alt.atheism	0
12670	"From: tbrent@ecn.purdue.edu (Timothy J Brent)
Subject: Am I going to Hell?
Organization: Purdue University Engineering Computer Network
Lines: 12

I have stated before that I do not consider myself an atheist, but 
definitely do not believe in the christian god.  The recent discussion
about atheists and hell, combined with a post to another group (to the
effect of 'you will all go to hell') has me interested in the consensus 
as to how a god might judge men.  As a catholic, I was told that a jew,
buddhist, etc. might go to heaven, but obviously some people do not
believe this.  Even more see atheists and pagans (I assume I would be 
lumped into this category) to be hellbound.  I know you believe only
god can judge, and I do not ask you to, just for your opinions.

Thanks,
-Tim
"	soc.religion.christian	15
3041	"From: ns111310@LANCE.ColoState.Edu (Nathaniel Sammons)
Subject: 68LC040 vs. 68RC040 in Centris 650
Nntp-Posting-Host: casco.lance.colostate.edu
Organization: Colorado State U. Engineering College
Lines: 28

I would like to know what people's opinions are about the 
""real world"" differences are between a C650 with and without 
a coprocessor...

I don't use anything like Mathamatica, Maple, etc. I don't use
Spreadsheets (at least no sheets with complicated anything), I
don't use 3D CAD apps (although I used to), 

I DO:  use 3D renderers, EXTENSIVE communications, I run a BBS,
I write software, I write papers, etc...

BTW, just for kicks, this is what I was told by my local Apple
Rep about upgrading a 68LC040 to a 69RC040 on a C650:
""Well, Apple built in an extra socket for the coprocessor chip.
 That way, you just plug in the coprocessor, and it works.""
I then heartily laughed and hung up the phone.

thanks,

-nate


o---------------------------+======================================o
| ""I hate quotations.       |     This message brought you by      |
|   Tell me what you know."" |   Nate Sammons, and the number 42.   |
|    --Ralph Waldo Emerson  |  ns111310@longs.lance.colostate.edu  |
o---------------------------+======================================o

"	comp.sys.mac.hardware	4
7367	"From: jimf@centerline.com (Jim Frost)
Subject: Re: Dumbest automotive concepts of all time
Article-I.D.: armory.1prve9$1aa
Organization: CenterLine Software, Inc.
Lines: 14
NNTP-Posting-Host: 140.239.3.202

dunnjj@ucsu.Colorado.EDU (DUNN  JONATHAN JAMES) writes:
>ak296@yfn.ysu.edu (John R. Daker) writes:
>>Cup holders (driving is an importantant enough undertaking)

>This is a good idea - so you can carry your (non-alcoholic) drinks without
>spilling or having someone hold on to them.

I agree.  Six hour long stretches behind the wheel really make me
thirsty, especially for something with caffeine.  I consider it a
failing of my car that it has no cup holder nor anywhere to put a cup
holder.

jim frost
jimf@centerline.com
"	rec.autos	7
16857	"From: kjenks@gothamcity.jsc.nasa.gov
Subject: Re: ASTRONAUTS---What does weightlessness feel like?
Organization: NASA/JSC/GM2, Space Shuttle Program Office
X-Newsreader: TIN [version 1.1 PL8]
X-Posted-From: algol.jsc.nasa.gov
NNTP-Posting-Host: sol.ctr.columbia.edu
Lines: 81

: In article <1993Apr29.121501@is.morgan.com>, jlieb@is.morgan.com (Jerry Liebelson) writes...
: > I want to know what weightlessness actually FEELS like. For example, is
: >there a constant sensation of falling? 

Ron Baalke (baalke@kelvin.jpl.nasa.gov) replied:
: Yes, weightlessness does feel like falling.  It may feel strange at first,
: but the body does adjust.  The feeling is not too different from that
: of sky diving.

I'm no astronaut, but I've flown in the KC-135 several times.  I'll
tell you about my first flight.

At the on-set of weightlessness, my shoulders lifted and my spine
straightened.  I felt a momentary panic, and my hands tried to grab
onto something (like the strap keeping me firmly against the floor)
to prevent me from falling; I remember conciously over-ruling my
involuntary motions.  My ears felt (not heard) a rush and I could
feel fluid moving in my head (like when you get up from bed while
you have a cold).

At that point, I ceased to concentrate on my physiological response,
since I had some science to do.  I was busy keeping my experiment
going and keeping track of all the parts during the ""return"" of
gravity and subsequent 1.8-G pull-out, so I didn't really pay
attention to physiology at that time.

After about 5 parabolas, I discovered that I was performing one
of the tricks I've discovered to keep myself from getting motion
sickness; I was keeping my head very still and moving very slowly
-- all except my hands and arms, which needed to be in rapid,
concious motion for my experiment.  During the pull-out to
parabola 5, my queasiness finally started to get to me, and I
had to use one of those air-sickness bags.  I was basically
useless for the rest of that flight, so I went to the seats in
the back of the plane while my partner (whom I drafted for just
this purpose) kept working on the experiment while I was ill.
(He was a vetran Vomit Comet rider, one of those anomalous
people who don't get sick on the thing.)

I didn't think of it as a ""constant sensation of falling"" so
much as like swimming in air.  It's very close to the sensations
I feel when I'm scuba diving and I turn my head down and fins up.

Jerry:
: >And what is the motion sickness
: >that some astronauts occasionally experience? 

Ron:
: It is the body's reaction to a strange environment.  It appears to be
: induced partly to physical discomfort and part to mental distress.
: Some people are more prone to it than others, like some people are more
: prone to get sick on a roller coaster ride than others.  The mental
: part is usually induced by a lack of clear indication of which way is
: up or down, ie: the Shuttle is normally oriented with its cargo bay
: pointed towards Earth, so the Earth (or ground) is ""above"" the head of
: the astronauts.  About 50% of the astronauts experience some form of
: motion sickness, and NASA has done numerous tests in space to try to
: see how to keep the number of occurances down.

I'm a volunteer in JSC's Space Biomedical Laboratory where they do,
among other things, some of the tests Ron mentions.  I was in one
called the Pre-flight Adaptation Trainer, which consisted of a chair on
a several-degree-of-freedom motion base with moving geometric visual
aids.  The goal was to measure the victim's^H^H^H^H^H^H^H^H subject's
responses and subjective physiological descriptions and see if repeated
exposure to this environment could reduce future motion sickness
symptoms.

Jerry --

I don't know of any former or active-duty astronauts who personally
read this group.  I know that Bruce McCandless's office had been
waiting anxiously for the Space Station Redesign option I posted
last week, but I don't think Bruce reads the group himself.

-- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
      kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368

     ""The man who makes no mistakes does not usually make
      anything.""
        -- Edward John Phelps, American Diplomat/Lawyer (1825-1895)
"	sci.space	14
11007	"From: revdak@netcom.com (D. Andrew Kille)
Subject: Re: Serbian genocide Work of God?
Organization: NETCOM On-line Communication Services (408 241-9760 guest)
Lines: 15

: You might want to re-think your attitude about the Holocaust after
: reading Deuteronomy chapter 28.

On the contrary, after the Holocaust, I would be _very_ cautious about my
interpretatoin of Deuteronomy 28.  Not everything that happens is in
accordance with God's will.  (You might guess which side of the
predestination issue I am on.)  I will never _assume_ that evil is 
punishment by God, especially when I am speaking of the evil that falls on
_someone else_.  For my own life, I will work to discern the hand of God
in the evil that befalls _me_.

See the discussion earlier on Luke 13.

revdak@netcom.com
(unreconstructed arminian)
"	soc.religion.christian	15
4396	"From: howp@skyfox
Subject: Thoughts on a 1982 Yamaha Seca Turbo?
Organization: University of Saskatchewan
Lines: 16
NNTP-Posting-Host: sask.usask.ca

I was wondering if anybody knows anything about a Yamaha Seca Turbo.  I'm 
considering buying a used 1982 Seca Turbo for $1300 Canadian (~$1000 US)
with 30,000 km on the odo.  This will be my first bike.  Any comments?

Thanks.

Peter How
Institute of Space and Atmospheric Studies
University of Saskatchewan,
Saskatoon, Saskatchewan
CANADA
(306) 966-6452
IN::how@skisas.usask.ca
**********************************************************************
*                      1983 clapped-out Ford Truck                   *
**********************************************************************
"	rec.motorcycles	8
17960	"From: rmohns@vax.clarku.edu
Subject: RE: Help with changing Startup logo
Organization: Clark University
Lines: 34

In a previous article, louray@seas.gwu.edu (Michael Panayiotakis) wrote:
>In article <735952415.AA01739@f-454.fidonet.org> C..Doelle@p26.f3333.n106.z1.fidonet.org (C. Doelle) writes:
>>Hello Brad!
>>
>>Monday April 26 1993 17:24, Brad Smalling wrote to (crosspost 1) All:
>>
>> BS> since I don't know your setup):
>>
>> BS> COPY /B WIN.CNF+VGALOGO.LGO+VGALOGO.RLE WIN.COM
>>
>> BS> (I grabbed this from _Supercharging Windows_ by Judd Robbins--great book)
>> BS> This is also how you can put your own logo into the Windows startup
> 
>NOW, another thing....
>this is from the windows' FAQ:
> 
>your file has to be less than 64 K
>( at least that's what the faq says, but Mine wont work for more than
>about 30...maybe they mend 32K, I don't know).

COM files are limited to a total size of 64KB.  Thus, win.cfn plus vgalogo.log 
plus your RLE file must be less than 64KB.  Thus, your RLE file should be 
around 30KB.

Rob

-------------------------------------------------------------------------------
____    ___   ____       /    \ Any resemblance between the above views and
||  \  //  \  ||  \     / Rob  \ those of my faculty advisor, my terminal, or
||__/ ||    | ||__/    / Mohns  \ the view out my window are purely coinci-
||  \ ||    | ||  \   /          \ dental.  Richard Traina may or may not
||   \ \\__/  ||__/  / rmohns@vax \ support said views, but probably doesn't
==================  / .clarku.edu  \ want Clarkies to think about them.
------------------------------------------------------------------------------
"	comp.os.ms-windows.misc	2
17167	"From: davidst@microsoft.com (David Steckler)
Subject: Re: RE: re: Challenge to Microsoft supporters.
Organization: Microsoft Corporation
Lines: 43

In article <1993May16.135022.27516@gps.leeds.ac.uk> csympc@scs.leeds.ac.uk (M P Conmy) writes:
>In article <C716uq.II3@feenix.metronet.com> jack@feenix.metronet.com (Jack Hudler) writes:
>>In article <twalls.02vo@ncc1701d.demon.co.uk> twalls@ncc1701d.demon.co.uk (Tim Walls) writes:
>>>
>>>But I don't want to have to run blasted Windows every time I want to delete
>>>a tree - it is absolutely ludicrous to load a hog like that just to delete
>>>some files!  It would be like requiring a crane to change the tyre on a car.
>>
>>Then why don't you download som of the public domain utilitys the do exactly
>>what you want an shut up.
>
>Why should he have to?  This sort of thing should be included.  How about
>the millions of people who don't have access to pd libraries over networks?
>
>Just because people can work around it, doesn't mean that something shouldn't
>be done to remedy the situation.
>

These are perfectly valid points and I agree. I'm glad we (MS) are starting
to remedy this situation with DOS 6 (and it will get better in future 
releases). You do need to be aware of some history, however. In the 
mid-late 80's, MS's point of view was that OS/2 was going to take over
the world and DOS would be phased out. As such, resources for DOS
(and windows, for that matter) development were mostly redirected to OS/2.
The theory was to keep just enough resources on DOS to support people
until they started using OS/2, so utilities and such for DOS fell by the 
wayside.

Then Windows 3.0 hit the market, OS/2 flopped (1.x, at least...2.x seems to
be doing a little better, but its future is still cloudy), and people either
stayed with their DOS (3.x and 4.x) apps or moved to Windows. About that
point in time, MS made its decision to drop OS/2 for DOS/Windows in the
short term and Windows/NT in the long term. DOS 5, much improved over DOS
3.x and 4.x, was the first result of MS's refocussing on DOS and Windows.
Version 6 takes things somewhat further and I suspect future versions will
offer even more in terms of ""real"" OS features (I work on NT and have no
real clue about what my coworkers over in DOSland are doing, but I do
know that there are a heck of a lot more of them than there were a
few years ago).

	...Dave

Of course these are my opinions. If you want MS's opinions, as a PR person.
"	comp.os.ms-windows.misc	2
4521	"From: danb@shell.portal.com (Dan E Babcock)
Subject: Re: some thoughts.
Nntp-Posting-Host: jobe
Organization: Portal Communications Company -- 408/973-9111 (voice) 408/973-8091 (data)
Lines: 19

In article <C5rEKJ.49y@darkside.osrhe.uoknor.edu> bil@okcforum.osrhe.edu (Bill Conner) writes:
>James Felder (spbach@lerc.nasa.gov) wrote:
>
>: Logic alert -  argument from incredulity.  Just because it is hard for you 
>: to believe this doesn't mean that it isn't true.  Liars can be very pursuasive
>: just look at Koresh that you yourself cite.
>
>This is whole basis of a great many here rejecting the Christian
>account of things. In the words of St. Madalyn Murrey-O'Hair, ""Face it
>folks, it's just silly ..."". Why is it okay to disbelieve because of
>your incredulity if you admit that it's a fallacy?

It isn't. And I wasn't aware that this O'Hair chick was a reader of
a.a., so that doesn't support your assertion that the argument is
""the whole basis of a great many HERE rejecting..."".

Dan


"	alt.atheism	0
18177	"Subject: Re: Gospel Dating
From: p00261@psilink.com (Robert Knowles)
Organization: Kupajava, East of Krakatoa
In-Reply-To: <1993Apr5.163050.13308@wam.umd.edu>
Nntp-Posting-Host: 127.0.0.1
X-Mailer: PSILink-DOS (3.3)
Lines: 22

>DATE:   Mon, 5 Apr 1993 16:30:50 GMT
>FROM:   Stilgar <west@next02cville.wam.umd.edu>
>
>In article <kmr4.1422.733983061@po.CWRU.edu> kmr4@po.CWRU.edu (Keith M.  
>Ryan) writes:
>> In article <1993Apr5.025924.11361@wam.umd.edu>  
>west@next02cville.wam.umd.edu (Stilgar) writes:
>> 
>> >THE ILLIAD IS THE UNDISPUTED WORD OF GOD(tm)    *prove me wrong*
>> 
>> 	I dispute it.
>> 
>> 	Ergo: by counter-example: you are proven wrong.
>
>	I dispute your counter-example
>
>	Ergo: by counter-counter-example: you are wrong and
>	I am right so nanny-nanny-boo-boo TBBBBBBBTTTTTTHHHHH
>			8^p
>

This looks like a serious case of temporary Islam. 
"	alt.atheism	0
4494	"From: PHARABOD@FRCPN11.IN2P3.FR
Subject: France spied on by the U.S.
X-Added: Forwarded by Space Digest
Organization: [via International Space University]
Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU
Distribution: sci
Lines: 20

A young French skeptic, who reads (skeptically) the UFO review OVNI
Presence (O.P.), sent me the following excerpt from an August 92
issue of this review (R.G. = Robert Galley, French minister of
defense in 1974, answering about the Belgian UFO wave):

""O.P. : Can you conceive that the U.S. could allow themselves to send
 their most modern crafts over foreign territory, with the Belgian
 hierarchy ignoring that ?""
""R.G. : Absolutely ! The best proof which I can give is that, some time
 ago, without informing the French authorities, the U.S. based in
 Germany sent a plane to make photos of Pierrelatte (*). We followed
 this plane, and, after its landing on the Ramstein airport, Colonel X
 got back the shots of Pierrelatte. The U.S. had not informed us...""
(*) There is an important military plant of enrichment of uranium at
Pierrelatte (Drome).

What kind of plane could it be ? Surely not an SR-71, which our planes
could not follow (and still can't)...

J. Pharabod
"	sci.space	14
12284	"From: mls@panix.com (Michael Siemon)
Subject: Re: What part of ""No"" don't you understand?
Organization: PANIX Public Access Unix, NYC
Lines: 29

In <1rbh3n$hav@kyle.eitech.com> ekr@kyle.eitech.com (Eric Rescorla) writes:

>At my high school for instance, our dear
>principal ended the moment of silence with ""Amen.""

An extremely good example of ""circumstantial evidence!""
Every time these right-wing control-freaks start spouting
about prayer in schools, I get this nagging commentary
from the Sermon on the Mount [Matt: 6:5-6] ""And when you
pray, do not imitate the hypocrites: they love to say their
prayers standing up in the synagogues and at the street
corners for people to see them.  I tell you solemnly, they
have had their reward.  But when you pray, go to your
private room and, when you have shut your door, pray to
your Father who is in that secret place.""

But no. THEY want PUBLIC prayers, the better to manipulate
children.  ""Amen"" indeed.

>When the pro-school-prayer types stop trying to sneak religion
>in, I'll stop opposing everything that even looks remotely
>like religion, thank you.

I hope you don't mind if I say ""amen"" to this? :-)
-- 
Michael L. Siemon		I say ""You are gods, sons of the
mls@panix.com			Most High, all of you; nevertheless
    - or -			you shall die like men, and fall
mls@ulysses.att..com		like any prince.""   Psalm 82:6-7
"	talk.religion.misc	19
13460	"From: nsmca@aurora.alaska.edu
Subject: Re: Why not give $1 billion to first year-long moon residents?
Article-I.D.: aurora.1993Apr19.130922.1
Organization: University of Alaska Fairbanks
Lines: 28
Nntp-Posting-Host: acad3.alaska.edu

In article <1993Apr19.144427.17399@aio.jsc.nasa.gov>, kjenks@gothamcity.jsc.nasa.gov writes:
> Gene Wright (gene@theporch.raider.net) wrote:
> : Announce that a reward of $1 billion would go to the first corporation 
> : who successfully keeps at least 1 person alive on the moon for a year. 
> : Then you'd see some of the inexpensive but not popular technologies begin 
> : to be developed. THere'd be a different kind of space race then!
> 
> I'm an advocate of this idea for funding Space Station work, and I
> throw around the $1 billion figure for that ""reward.""  I suggest that
> you increase the Lunar reward to about $3 billion.
> 
> This would encourage private industry to invest in space, which 
> should be one of NASA's primary goals.
> 
> -- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
>       kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368
> 
>      ""Better.  Faster.  Cheaper."" -- Daniel S. Goldin, NASA Administrator


Also would maybe get the Russians Involved. After all they do have the resources
to do it in part.. But they need the capital and the goal..

I wonder if renting the russians resources would be a disqualification?


==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked
"	sci.space	14
81	"From: eliot@lanmola.engr.washington.edu (eliot)
Subject: Re: Lexus and Infiniti
Organization: skulls 'r us
Lines: 18
NNTP-Posting-Host: lanmola.engr.washington.edu

In article <1993Apr23.105438.3245@msus1.msus.edu> w00026@TIGGER.STCLOUD.MSUS.EDU writes:
>First off, the correct spelling of Nissan's luxury automobile division
>is ""Infiniti"" not ""Infinity.""

who cares about typos of these meaningless, synthetic names?  if the
cars were named after a person, e.g. honda, i'd be more respectful.

>Lexus:
>  GS300- V6
>  ES300- V6
>  SC300- V6

wrong!  the GS300 and SC300 use straight sixes, while the ES300 uses a
V6.  only a giant like toyota can afford to have both a V6 and inline
6 in its lineup, but that won't last for long.


eliot
"	rec.autos	7
256	"From: monta@image.mit.edu (Peter Monta)
Subject: Re: MC SBI mixer
In-Reply-To: musone@acsu.buffalo.edu's message of 19 Apr 93 21:10:14 GMT
Organization: MIT Advanced Television Research Program
Lines: 24

musone@acsu.buffalo.edu (Mark J. Musone) writes:

> P.S. any REALLY GOOD BOOKS on AM/FM theory ALONG WITH DETAILED
> ELECTRICAL DIAGRAMS would help a lot.
> I have seen a lot of theory books with no circuits and a lot of
> circuit books with no theory, but one without the other does not help.

Mixers have a wide variety of implementations; the Mini-Circuits
part you mention is a doubly-balanced diode mixer, but active ones
(BJT, FET) seem more popular in consumer receivers.  You might
call MCL; they have a nice catalog.

The universal answer for wide-coverage, theory+practice, RF design
is the _ARRL Handbook_, published by the American Radio Relay
League, the radio amateur organization.  Any technical bookstore
can order you one.  The book is superb, with lots of accessible
theory, construction projects, and generally interesting stuff.

You might also check out _Solid State Design for the Radio Amateur_
(I think), by Hayward and <someone>.  This has sharper design
and test information about subsystems like mixers.

Peter Monta   monta@image.mit.edu
MIT Advanced Television Research Program
"	sci.electronics	12
5725	"From: phil@netcom.com (Phil Ronzone)
Subject: Re: A Rational Viewpoint ---> was Re: New Study Out On Gay Percentage
Organization: Generally in favor of, but mostly random.
Lines: 27

In article <1qn57cINNabv@darkstar.UCSC.EDU> stephen@orchid.UCSC.EDU () writes:
    >It is very difficult for a young person to develop and build
    >a positive view of themself when they are constantly being
    >told implicitly and explicitly that they are wrong and
    >immoral.

Yes, that is most certainly true. However, the paragrapgh reflects a value-less
position and infers that what is more important than anything else is to
have ""a positive view"" of one's self.

This of course, is foolish.

Should a mass murderer, a pedophile, a 10-year old pyromaniac have a ""positive
view"" of themselves?

Of course not.

A person that engages in behaviour that a large number of people condemn,
and IF you believe in the concept of ""society"", then your only choice is
to expect that person to have a negative view of themselves.


-- 
There are actually people that STILL believe Love Canal was some kind of
environmental disaster. Weird, eh?

These opinions are MINE, and you can't have 'em! (But I'll rent 'em cheap ...)
"	talk.politics.misc	18
16205	"From: rmt6r@faraday.clas.Virginia.EDU (Roy Matthew Thigpen)
Subject: Re: Plymouth Sundance/Dodge Shadow experiences?
Organization: University of Virginia
Distribution: usa
Lines: 12


I don't know if some lemons are out there, but from personal experience
My brother's has been trouble free.  Not one single repair, only 
regular maintainance.  The only work he had done on it was a result
of his stupidity... he stopped suddenly in the middle of a left turn 
on a busy intersection, and was rear-ended.  He has a 1989 Plymouth
Sundance.  I would recomend it, but I would also like to say that if
you can wait about six months, ChryCo is coming out with a new car
called the Neon, that is built in the same way as the LH's where.
Good luck with your desiscion.


"	rec.autos	7
12271	"From: dcoleman@utxvms.cc.utexas.edu (Daniel M. Coleman)
Subject: Re: Gateway Flash BIOS Upgrade
Lines: 38
Nntp-Posting-Host: blonde.cc.utexas.edu
Organization: The University of Texas at Austin
Lines: 38

In article <11172@lhdsy1.lahabra.chevron.com>, hwrvo@kato.lahabra.chevron.com (W.R. Volz) writes:
> In article <1993Apr20.183959.1@utxvms.cc.utexas.edu>, dcoleman@utxvms.cc.utexas.edu (Daniel M. Coleman) writes:
> |> Gateway 2000 has released a new Flash BIOS update for their local bus systems. 
> |> Because I'm such a nice person, I uploaded them to wuarchive.wustl.edu.  Look
> |> for glb05.exe in the msdos_uploads section.  Enjoy!
> |> 
> 
> I have several questions:
> 
> 1) What do I gain with this new BIOS?
> 
> 2) How can I save a copy of my old BIOS in case I want to go back?
> 
> 3) How do I install the new BIOS?
> 
> I'd like to enjoy, but need answers first.

1) It fixes some problems with MicroProse games.  After leaving F-15 III it
would, in vain, try to find a floppy in drive A:.  This has been fixed.  I
don't know what other corrections were made.

2) It comes with an image of the original, in case things don't work.

3) Download glb05.exe.  Format a bootable floppy disk, and don't put a
config.sys or autoexec.bat.  Run the self extracting archive so all the files
explode to the disk.  Run the file fsh.exe.  It should be self-explanatory from
there.

Dan

P.S.:  I was feeling extraordinarily generous once again, so I uploaded the
file to ftp.cica.indiana too..

-- 
Daniel Matthew Coleman		   |   Internet: dcoleman@utxvms.cc.utexas.edu
-----------------------------------+---------- : dcoleman@ccwf.cc.utexas.edu
The University of Texas at Austin  |	 DECnet: UTXVMS::DCOLEMAN
Electrical/Computer Engineering	   |	 BITNET: DCOLEMAN@UTXVMS [.BITNET]
"	comp.sys.ibm.pc.hardware	3
6819	"From: ds0007@medtronic.COM (Dale M. Skiba)
Subject: Re: BIBLICAL CONTRADICTIONS and Archer
Nntp-Posting-Host: bass.pace.medtronic.com
Organization: Medtronic, Inc.
X-Newsreader: TIN [version 1.1 PL8]
Lines: 27

Jenny Anderson (jennya@well.sf.ca.us) wrote:

: medtronic.COM (Dale M. Skiba) entirely missed my point in my previous
: posting, in which I wrote:

: : firmly on the western coast of the Med.  You can bet IUm gonna keep this
: baby

: >My my my, such double standards.  You neglected to give any primary sources
: >for your book,  _Encyclopedia of the Bible_.  Are we to expect that source
: >to be as unbiased as the other sources...  MR. Butler *DID* give at least
: >one source, you have given none.

: REPLY

: It was a JOKE.  The Readers digest _Encyclopedia of the Bible_ was the most
: outrageously bogus *authority* I could dredge from my shelves.
: I was trying to point out that going to some encyclopedia, rather than
:  original or scholarly sources is a BIG MISTAKE in procedure.  I am glad
: to note that Butler and DeCesno are arguing about substance now,
: rather than about arguing.

I guess the joke was on me...  I am so used to seeing bogus stuff
posted here that I assumed that yours was necessarily the same.

--
Dale Skiba
"	talk.religion.misc	19
7484	"From: kxgst1+@pitt.edu (Kenneth Gilbert)
Subject: Re: Pregnency without sex?
Organization: University of Pittsburgh
Lines: 16

In article <1993Apr27.182155.23426@oswego.Oswego.EDU> matthews@oswego.Oswego.EDU (Harry Matthews) writes:
:All right, listen up....  What are the possibilities of transmission through
:swimming pool water?  Especially if the chlorination isn't up to par?
:
:I've heard of community swimming pools refered to as PUBLIC URINALS so what
:else is going on?

No dice.  As soon as the sperm cells hit the water they would virtually
explode.  The inside of the cell is hypertonic, and since the membrane is
semipermeable water would rush in and cause the cell to burst.

-- 
=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-|-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
=  Kenneth Gilbert              __|__        University of Pittsburgh   =
=  General Internal Medicine      |      ""...dammit, not a programmer!"" =
=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-|-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
"	sci.med	13
2347	"Subject: Re: Lexan Polish?
From: jeff@mri.com (Jonathan Jefferies)
Expires: Sun, 8 Aug 1993 07:00:00 GMT
Organization: Microtec Research, Santa Clara, California, USA
Keywords: Lexan, Plastic
Summary: Scratches in Plastic
Lines: 27

In article <C41soE.M62@ns1.nodak.edu> wilken@plains.NoDak.edu (Scott Wilken) writes:
>A couple of years ago I replaced the stock windscreen on my Interceptor
>with a higher one from National Cycle.  The thing happens to be made of
>Lexan.
>
>Can anyone recommend a polish to use on it that is safe for lexan?  Its
>starting to show a few scratches, and id like to polish them out..
>Go FAST!            |  Internet:  wilken@plains.nodak.edu   |     AMA #587126 
>Take Chances!       |     UUCP: ..!uunet!plains!wilken      |     DoD #0087 
>VF700F Interceptor  |        Bitnet:  WILKEN@PLAINS         |   

Suggest McQuires #1 plastic polish.  It will help somewhat but nothing 
will remove deep scratches without making it worse than it already is.
McQuires will do something for fine or light stuff.

Also suggest calling your local plastic shop.  In Calif. ""TAP PLASTIC"" is
a chain that carries most of what is needed for repair and sometimes
replacement of plastic bits.  Telephone in the Bay area is 415-962-8430.
I'm not sure how amenable they are to shipping.  I have found that they
have several excellent products for cleaning, and removing crap from
windscreens and face shields.  Also they have one called ""lift-it"" which
works real well in removing sticky stuffs such as adhessives from plastic
wihtout scratching same.

Luck,

Jonathan Jefferies, jeff@mri.com
"	rec.motorcycles	8
721	"From: baalke@kelvin.jpl.nasa.gov (Ron Baalke)
Subject: Magellan Update - 04/16/93
Organization: Jet Propulsion Laboratory
Lines: 25
Distribution: world
NNTP-Posting-Host: kelvin.jpl.nasa.gov
Keywords: Magellan, JPL
News-Software: VAX/VMS VNEWS 1.41    

Forwarded from Doug Griffith, Magellan Project Manager

                        MAGELLAN STATUS REPORT
                            April 16, 1993

1.  The Magellan mission at Venus continues normally, gathering gravity
data which provides measurement of density variations in the upper
mantle which can be correlated to surface topography.  Spacecraft
performance is nominal.

2.  Magellan has completed 7225 orbits of Venus and is now 39 days from
the end of Cycle-4 and the start of the Transition Experiment.

3.  No significant activities are expected next week, as preparations
for aerobraking continue on schedule.

4.  On Monday morning, April 19, the moon will occult Venus and
interrupt the tracking of Magellan for about 68 minutes.
     ___    _____     ___
    /_ /|  /____/ \  /_ /|     Ron Baalke         | baalke@kelvin.jpl.nasa.gov
    | | | |  __ \ /| | | |     Jet Propulsion Lab |
 ___| | | | |__) |/  | | |__   M/S 525-3684 Telos | The aweto from New Zealand
/___| | | |  ___/    | |/__ /| Pasadena, CA 91109 | is part caterpillar and
|_____|/  |_|/       |_____|/                     | part vegetable.

"	sci.space	14
9728	"From: ""Derrick J. Brashear"" <db74+@andrew.cmu.edu>
Subject: SUMMARY: virtual mouse in ol{v}wm
Organization: Sophomore, Civil Engineering, Carnegie Mellon, Pittsburgh, PA
Lines: 25
NNTP-Posting-Host: po5.andrew.cmu.edu

I got the following today from Gary Risebrough and it worked fine:

Excerpts from mail: 29-Apr-93 Re: ol{v}wm 3 virtual keybo..
ITO2@aodc.gov.au (554)

> hi,

> With regard to :
> > I have the following lines in my .Xresources:
> > olwm.KeyboardCommands: Full
> > olvwm.KeyboardCommands: Full
> > olwm.GrabVirtualKeys:  true
> > olvwm.GrabVirtualKeys: true

> I have :
> > OpenWindows.KeyboardCommands:   Full
> > OpenWindows.VirtualGrabKeys :   False

> which seems to work.

> Cheers!
> ----------
> Gary Riseborough                         Phone :  +61 2 563  gary@AODC.gov.au


"	comp.windows.x	5
